name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-3238.65,0.20039,8.25007,-3252.83,-3238.08,-3225.85,1694.98,0.0228848,1.00222
"accept_stat__",0.899965,0.0436057,0.16883,0.575469,0.959653,0.998973,14.9903,0.000202392,1.06237
"stepsize__",0.0732171,0.0126406,0.0154931,0.058277,0.0668096,0.0945648,1.50225,2.02827e-05,3.2587e+13
"treedepth__",5.08317,0.155755,1.25877,2,6,6,65.3147,0.000881846,1.02768
"n_leapfrog__",47.3138,4.36239,19.9986,7,63,63,21.0159,0.000283746,1.04787
"divergent__",0.4175,0.0161494,0.493188,0,0,1,932.637,0.012592,1.00893
"energy__",3304.72,0.269833,11.705,3286.01,3304.4,3324.61,1881.71,0.0254058,1.00238
"r[1]",0.58,0.0055,0.31,0.19,0.52,1.2,3141,0.042,1.0
"r[2]",2.5,0.0088,0.52,1.7,2.4,3.4,3523,0.048,1.0
"r[3]",1.2,0.013,0.82,0.24,1.0,2.8,4074,0.055,1.00
"r[4]",0.59,0.0047,0.28,0.22,0.54,1.1,3601,0.049,1.0
"r[5]",0.78,0.0075,0.44,0.25,0.70,1.6,3416,0.046,1.00
"r[6]",1.8,0.010,0.59,0.97,1.8,2.9,3288,0.044,1.0
"r[7]",0.87,0.011,0.60,0.18,0.74,2.1,2786,0.038,1.0
"r[8]",7.3,0.027,1.3,5.4,7.2,9.7,2324,0.031,1.0
"r[9]",2.2,0.013,0.74,1.1,2.2,3.5,3091,0.042,1.0
"r[10]",0.86,0.0052,0.32,0.40,0.82,1.4,3855,0.052,1.0
"r[11]",1.4,0.0070,0.43,0.73,1.3,2.1,3768,0.051,1.0
"r[12]",2.0,0.0091,0.56,1.2,2.0,3.0,3763,0.051,1.0
"r[13]",1.2,0.014,0.83,0.23,0.95,2.8,3561,0.048,1.0
"r[14]",0.62,0.0032,0.20,0.33,0.60,0.97,3704,0.050,1.00
"r[15]",0.81,0.0058,0.34,0.34,0.76,1.4,3499,0.047,1.00
"r[16]",1.7,0.0081,0.43,1.0,1.6,2.4,2787,0.038,1.0
"r[17]",1.2,0.011,0.62,0.40,1.1,2.4,3156,0.043,1.0
"r[18]",0.78,0.0045,0.29,0.38,0.74,1.3,4029,0.054,1.0
"r[19]",1.2,0.023,1.3,0.16,0.84,3.7,3222,0.044,1.00
"r[20]",0.71,0.0048,0.25,0.36,0.68,1.2,2765,0.037,1.0
"r[21]",0.56,0.0056,0.34,0.17,0.48,1.2,3606,0.049,1.00
"r[22]",0.33,0.0039,0.22,0.080,0.27,0.76,3270,0.044,1.00
"r[23]",1.4,0.0088,0.48,0.66,1.3,2.2,2952,0.040,1.00
"r[24]",3.0,0.013,0.83,1.8,2.9,4.6,3855,0.052,1.00
"r[25]",2.7,0.015,0.96,1.4,2.6,4.5,3886,0.052,1.00
"r[26]",0.42,0.0054,0.29,0.10,0.35,0.99,3005,0.041,1.0
"r[27]",0.33,0.0029,0.18,0.11,0.29,0.68,4008,0.054,1.00
"r[28]",1.3,0.024,1.4,0.18,0.89,4.0,3422,0.046,1.0
"r[29]",1.3,0.015,0.95,0.28,1.1,3.2,4104,0.055,1.0
"r[30]",0.33,0.0027,0.16,0.12,0.30,0.63,3620,0.049,1.00
"r[31]",0.46,0.0039,0.24,0.16,0.41,0.90,3758,0.051,1.0
"r[32]",0.40,0.0044,0.28,0.10,0.33,0.95,4043,0.055,1.0
"r[33]",0.66,0.0044,0.28,0.28,0.62,1.2,4140,0.056,1.0
"r[34]",1.4,0.011,0.67,0.54,1.3,2.6,3364,0.045,1.0
"r[35]",0.49,0.0039,0.23,0.19,0.45,0.92,3415,0.046,1.0
"r[36]",0.59,0.0077,0.45,0.12,0.46,1.5,3499,0.047,1.0
"r[37]",1.0,0.014,0.78,0.21,0.83,2.5,2999,0.040,1.0
"r[38]",2.9,0.013,0.71,1.9,2.8,4.2,2979,0.040,1.0
"r[39]",2.0,0.025,1.5,0.45,1.7,4.9,3410,0.046,1.0
"r[40]",0.81,0.0093,0.52,0.21,0.69,1.8,3097,0.042,1.0
"r[41]",1.8,0.025,1.5,0.36,1.4,4.8,3589,0.048,1.0
"r[42]",1.1,0.017,1.0,0.17,0.77,3.0,3590,0.048,1.0
"r[43]",2.3,0.015,0.85,1.1,2.2,3.8,3436,0.046,1.0
"r[44]",2.1,0.016,1.0,0.77,1.9,4.0,3750,0.051,1.0
"r[45]",3.0,0.011,0.58,2.1,3.0,4.0,2716,0.037,1.0
"r[46]",2.1,0.010,0.56,1.3,2.0,3.1,3173,0.043,1.0
"r[47]",2.3,0.0097,0.58,1.4,2.2,3.3,3495,0.047,1.0
"r[48]",0.68,0.0090,0.54,0.13,0.52,1.8,3545,0.048,1.0
"r[49]",0.64,0.0084,0.48,0.13,0.51,1.6,3305,0.045,1.0
"r[50]",1.3,0.0055,0.32,0.84,1.3,1.9,3271,0.044,1.0
"r[51]",0.32,0.0022,0.13,0.15,0.30,0.55,3162,0.043,1.0
