name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-3620.16,0.201751,8.43456,-3634.24,-3619.86,-3606.6,1747.81,0.0407841,1.00035
"accept_stat__",0.880127,0.0546494,0.18728,0.5,0.945206,0.998399,11.7439,0.000274038,1.07424
"stepsize__",0.145781,0.0232579,0.0285064,0.115679,0.137613,0.184051,1.50225,3.50542e-05,2.84155e+13
"treedepth__",4.3755,0.153844,1.12578,2,5,5,53.5481,0.00124952,1.02898
"n_leapfrog__",25.9,1.26749,9.03327,4,31,31,50.7923,0.00118521,1.03097
"divergent__",0.305,0.0268361,0.460446,0,0,1,294.386,0.00686933,1.01602
"energy__",3686.12,0.278224,11.7293,3667.24,3686,3705.51,1777.26,0.0414713,0.999938
"r[1]",2.8,0.012,0.83,1.6,2.7,4.3,4451,0.10,1.0
"r[2]",1.3,0.0051,0.36,0.73,1.2,1.9,5106,0.12,1.0
"r[3]",2.5,0.024,1.6,0.54,2.2,5.6,4312,0.10,1.0
"r[4]",1.8,0.0089,0.57,1.0,1.8,2.9,4108,0.096,1.0
"r[5]",0.64,0.0055,0.39,0.18,0.56,1.4,4967,0.12,1.00
"r[6]",0.53,0.0042,0.29,0.16,0.47,1.1,4686,0.11,1.00
"r[7]",0.54,0.0050,0.32,0.15,0.48,1.2,4192,0.098,1.00
"r[8]",0.27,0.0021,0.15,0.085,0.24,0.55,4898,0.11,1.00
"r[9]",1.2,0.0068,0.47,0.57,1.2,2.1,4806,0.11,1.0
"r[10]",0.90,0.0051,0.33,0.42,0.86,1.5,4378,0.10,1.00
"r[11]",1.8,0.0090,0.58,0.97,1.7,2.9,4141,0.097,1.00
"r[12]",1.9,0.0079,0.58,1.1,1.9,3.0,5390,0.13,1.00
"r[13]",5.6,0.036,2.3,2.3,5.3,9.9,4229,0.099,1.0
"r[14]",1.5,0.0055,0.36,0.94,1.4,2.1,4261,0.099,1.00
"r[15]",0.63,0.0042,0.28,0.25,0.59,1.1,4242,0.099,1.0
"r[16]",1.2,0.0053,0.34,0.69,1.2,1.8,4016,0.094,1.0
"r[17]",1.4,0.0096,0.66,0.55,1.3,2.6,4647,0.11,1.00
