name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-3728.94,0.178141,8.21105,-3742.98,-3728.65,-3715.9,2124.57,0.0477379,1.00249
"accept_stat__",0.910478,0.00372654,0.135508,0.688871,0.94857,0.998354,1322.27,0.0297106,1.01476
"stepsize__",0.170413,0.010125,0.0124099,0.158291,0.165484,0.187463,1.50225,3.37547e-05,1.07797e+13
"treedepth__",4.54,0.0261702,0.934815,2,5,5,1275.96,0.02867,1.00936
"n_leapfrog__",27.1833,0.211168,7.78532,7,31,31,1359.24,0.0305413,1.00994
"divergent__",0.231833,0.0084855,0.422038,0,0,1,2473.71,0.0555828,1.00116
"energy__",3795.03,0.255765,11.5191,3776.66,3794.75,3814.67,2028.42,0.0455774,1.00207
"r[1]",0.64,0.0044,0.35,0.21,0.58,1.3,6278,0.14,1.00
"r[2]",0.89,0.0032,0.26,0.51,0.87,1.4,6672,0.15,1.0
"r[3]",1.6,0.014,1.1,0.33,1.4,3.7,6205,0.14,1.0
"r[4]",2.3,0.0086,0.67,1.4,2.3,3.5,6033,0.14,1.00
"r[5]",1.3,0.0072,0.62,0.43,1.2,2.4,7451,0.17,1.0
"r[6]",2.2,0.0078,0.67,1.2,2.1,3.4,7474,0.17,1.0
"r[7]",0.46,0.0036,0.30,0.11,0.39,1.0,6996,0.16,1.0
"r[8]",1.1,0.0042,0.34,0.60,1.1,1.7,6743,0.15,1.00
"r[9]",0.56,0.0038,0.31,0.16,0.50,1.2,6788,0.15,1.00
"r[10]",1.0,0.0040,0.34,0.52,0.97,1.6,7368,0.17,1.0
"r[11]",1.5,0.0051,0.42,0.91,1.5,2.3,6700,0.15,1.0
"r[12]",0.24,0.0017,0.14,0.068,0.21,0.51,7436,0.17,1.0
"r[13]",1.0,0.0072,0.60,0.31,0.90,2.2,6889,0.15,1.00
"r[14]",0.40,0.0017,0.14,0.20,0.38,0.67,7443,0.17,1.00
"r[15]",2.8,0.0098,0.81,1.7,2.8,4.3,6696,0.15,1.00
"r[16]",3.4,0.0090,0.74,2.3,3.3,4.7,6806,0.15,1.0
"r[17]",2.3,0.015,1.1,0.73,2.2,4.4,5994,0.13,1.00
"r[18]",0.43,0.0027,0.21,0.17,0.40,0.82,6142,0.14,1.00
"r[19]",1.4,0.022,1.5,0.20,0.94,4.4,4510,0.10,1.00
"r[20]",0.88,0.0036,0.29,0.47,0.84,1.4,6633,0.15,1.0
"r[21]",2.1,0.0097,0.82,0.98,2.0,3.6,7140,0.16,1.00
"r[22]",9.6,0.024,1.9,6.8,9.4,13,6141,0.14,1.0
"r[23]",0.64,0.0041,0.33,0.21,0.59,1.2,6679,0.15,1.00
"r[24]",4.0,0.012,0.99,2.5,3.9,5.8,6965,0.16,1.00
"r[25]",1.8,0.010,0.79,0.73,1.7,3.3,6234,0.14,1.0
"r[26]",0.48,0.0045,0.34,0.11,0.39,1.2,5899,0.13,1.00
"r[27]",3.5,0.0091,0.78,2.3,3.4,4.9,7382,0.17,1.00
"r[28]",1.3,0.022,1.6,0.18,0.87,4.0,4933,0.11,1.0
"r[29]",1.9,0.018,1.4,0.40,1.6,4.6,5847,0.13,1.00
"r[30]",0.61,0.0027,0.23,0.30,0.58,1.1,7453,0.17,1.00
"r[31]",0.87,0.0042,0.35,0.39,0.83,1.5,6754,0.15,1.00
