name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-3490.3,0.184755,8.17132,-3504.41,-3489.77,-3477.57,1956.11,0.053933,1.00183
"accept_stat__",0.894956,0.0375732,0.15154,0.622774,0.944745,0.998744,16.2667,0.0004485,1.05364
"stepsize__",0.182402,0.041491,0.050854,0.122726,0.17749,0.246991,1.50225,4.14195e-05,4.08984e+13
"treedepth__",4.14883,0.343707,1.04668,2,4,5,9.2736,0.000255688,1.09195
"n_leapfrog__",21.8947,5.38662,9.47825,5,24,31,3.09616,8.53661e-05,1.35004
"divergent__",0.28,0.0279836,0.449036,0,0,1,257.488,0.00709935,1.01654
"energy__",3556.16,0.259167,11.5888,3537.83,3555.69,3576.17,1999.49,0.0551291,1.00142
"r[1]",5.8,0.018,1.2,4.0,5.8,8.0,4716,0.13,1.0
"r[2]",1.4,0.0058,0.38,0.84,1.4,2.1,4471,0.12,1.0
"r[3]",1.1,0.013,0.93,0.19,0.85,3.0,5038,0.14,1.00
"r[4]",1.2,0.0062,0.47,0.55,1.1,2.0,5672,0.16,1.00
"r[5]",1.3,0.0078,0.61,0.49,1.2,2.5,6018,0.17,1.0
"r[6]",0.55,0.0044,0.31,0.16,0.49,1.2,5132,0.14,1.00
"r[7]",1.4,0.0072,0.56,0.66,1.4,2.4,6193,0.17,1.0
"r[8]",0.41,0.0025,0.19,0.16,0.38,0.77,5416,0.15,1.00
"r[9]",0.46,0.0033,0.25,0.15,0.41,0.92,5689,0.16,1.00
"r[10]",0.60,0.0032,0.24,0.27,0.57,1.0,5521,0.15,1.00
"r[11]",0.59,0.0035,0.26,0.24,0.55,1.1,5312,0.15,1.00
"r[12]",0.54,0.0031,0.24,0.22,0.51,0.97,6249,0.17,1.00
"r[13]",0.62,0.0065,0.46,0.13,0.50,1.5,5046,0.14,1.0
"r[14]",1.1,0.0037,0.27,0.71,1.1,1.6,5541,0.15,1.0
"r[15]",1.7,0.0065,0.47,1.0,1.7,2.5,5257,0.14,1.00
