name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-3723.67,0.210164,8.2833,-3737.64,-3723.31,-3710.51,1553.42,0.0425538,1.003
"accept_stat__",0.859972,0.0514142,0.195357,0.5,0.923077,0.998555,14.4375,0.000395496,1.06212
"stepsize__",0.171605,0.0606178,0.0742971,0.0696691,0.200537,0.244608,1.50225,4.11522e-05,7.54597e+13
"treedepth__",3.655,0.663437,1.44406,1,4,6,4.73777,0.000129785,1.19211
"n_leapfrog__",22.5008,11.8321,19.2146,2,15,63,2.63716,7.22414e-05,1.47187
"divergent__",0.6205,0.00886626,0.485303,0,1,1,2996.02,0.082072,1.00336
"energy__",3789.75,0.27463,11.6538,3771.45,3789.42,3809.34,1800.68,0.0493273,1.0016
"r[1]",0.51,0.0059,0.28,0.17,0.46,1.1,2279,0.062,1.0
"r[2]",0.15,0.0017,0.091,0.047,0.13,0.32,2841,0.078,1.0
"r[3]",0.57,0.0081,0.44,0.13,0.45,1.4,2970,0.081,1.0
"r[4]",1.0,0.0073,0.40,0.46,0.96,1.7,2962,0.081,1.0
"r[5]",4.1,0.021,1.1,2.5,4.0,6.0,2763,0.076,1.00
"r[6]",1.3,0.011,0.53,0.59,1.3,2.3,2493,0.068,1.00
"r[7]",3.1,0.018,0.92,1.8,3.0,4.8,2510,0.069,1.0
"r[8]",0.30,0.0034,0.17,0.094,0.27,0.62,2421,0.066,1.00
"r[9]",1.7,0.010,0.53,0.91,1.6,2.6,2599,0.071,1.0
"r[10]",0.31,0.0031,0.16,0.11,0.28,0.60,2480,0.068,1.0
"r[11]",0.79,0.0070,0.32,0.35,0.74,1.4,2048,0.056,1.0
"r[12]",2.3,0.012,0.57,1.4,2.2,3.3,2220,0.061,1.0
"r[13]",0.55,0.0084,0.42,0.11,0.43,1.4,2541,0.070,1.0
"r[14]",1.7,0.0074,0.36,1.2,1.7,2.4,2377,0.065,1.0
"r[15]",0.82,0.0060,0.31,0.37,0.78,1.4,2680,0.073,1.00
"r[16]",0.76,0.0051,0.25,0.39,0.73,1.2,2433,0.067,1.00
"r[17]",0.60,0.0071,0.38,0.16,0.51,1.3,2828,0.077,1.0
"r[18]",4.1,0.017,0.82,2.9,4.1,5.6,2329,0.064,1.0
"r[19]",2.0,0.047,2.5,0.22,1.3,6.4,2791,0.076,1.00
"r[20]",2.6,0.012,0.58,1.8,2.6,3.7,2467,0.068,1.0
"r[21]",0.47,0.0064,0.33,0.12,0.39,1.1,2636,0.072,1.0
"r[22]",5.5,0.025,1.3,3.6,5.4,7.8,2588,0.071,1.0
"r[23]",1.4,0.010,0.48,0.66,1.3,2.2,2296,0.063,1.0
"r[24]",3.1,0.015,0.81,1.9,3.0,4.5,2825,0.077,1.0
"r[25]",2.2,0.016,0.85,0.94,2.1,3.7,2864,0.078,1.0
"r[26]",4.1,0.025,1.2,2.3,3.9,6.3,2492,0.068,1.0
"r[27]",0.25,0.0031,0.15,0.072,0.22,0.53,2251,0.062,1.0
"r[28]",1.4,0.034,1.5,0.19,0.92,4.2,2003,0.055,1.0
"r[29]",0.78,0.012,0.65,0.15,0.59,2.1,2836,0.078,1.0
"r[30]",1.5,0.0080,0.42,0.88,1.4,2.2,2689,0.074,1.00
"r[31]",1.7,0.010,0.51,0.95,1.6,2.6,2594,0.071,1.0
"r[32]",0.40,0.0069,0.30,0.088,0.32,0.99,1912,0.052,1.0
"r[33]",1.0,0.0074,0.36,0.51,0.97,1.7,2384,0.065,1.0
"r[34]",0.39,0.0052,0.27,0.092,0.32,0.90,2640,0.072,1.0
"r[35]",0.35,0.0035,0.17,0.12,0.32,0.68,2478,0.068,1.0
"r[36]",1.3,0.014,0.76,0.36,1.1,2.7,3066,0.084,1.0
"r[37]",0.61,0.0098,0.48,0.12,0.47,1.5,2402,0.066,1.0
"r[38]",0.65,0.0057,0.29,0.27,0.60,1.2,2553,0.070,1.0
"r[39]",0.78,0.013,0.67,0.14,0.59,2.0,2621,0.072,1.0
"r[40]",2.3,0.022,1.0,0.88,2.1,4.3,2337,0.064,1.00
"r[41]",1.7,0.028,1.4,0.32,1.3,4.6,2517,0.069,1.0
"r[42]",1.9,0.031,1.6,0.34,1.5,5.1,2721,0.075,1.0
"r[43]",0.79,0.0087,0.45,0.24,0.70,1.7,2651,0.073,1.0
"r[44]",0.92,0.011,0.55,0.28,0.80,2.0,2476,0.068,1.0
"r[45]",0.77,0.0054,0.26,0.40,0.74,1.3,2369,0.065,1.0
"r[46]",2.6,0.015,0.73,1.5,2.6,4.0,2341,0.064,1.0
"r[47]",1.5,0.0094,0.49,0.81,1.5,2.4,2737,0.075,1.0
"r[48]",5.8,0.035,1.9,3.0,5.5,9.3,2978,0.082,1.0
"r[49]",3.3,0.047,2.3,0.49,2.8,7.7,2313,0.063,1.00
"r[50]",4.0,0.015,0.72,2.9,4.0,5.3,2285,0.063,1.0
"r[51]",0.52,0.0031,0.17,0.28,0.50,0.83,3100,0.085,1.0
"r[52]",0.80,0.0088,0.44,0.24,0.72,1.6,2507,0.069,1.0
"r[53]",1.4,0.012,0.67,0.53,1.3,2.7,2933,0.080,1.0
"r[54]",2.0,0.030,1.4,0.32,1.7,4.7,2274,0.062,1.0
"r[55]",1.4,0.0099,0.52,0.69,1.3,2.4,2783,0.076,1.0
"r[56]",0.51,0.0074,0.39,0.11,0.41,1.3,2719,0.074,1.0
"r[57]",2.1,0.012,0.60,1.2,2.0,3.1,2728,0.075,1.0
"r[58]",3.0,0.019,1.00,1.5,2.8,4.8,2695,0.074,1.0
"r[59]",2.6,0.017,0.90,1.3,2.5,4.2,2813,0.077,1.00
"r[60]",0.92,0.0094,0.46,0.32,0.84,1.8,2428,0.067,1.0
"r[61]",0.23,0.0027,0.14,0.065,0.20,0.51,2760,0.076,1.0
"r[62]",0.81,0.0073,0.42,0.29,0.73,1.6,3271,0.090,1.0
"r[63]",0.96,0.0067,0.35,0.48,0.92,1.6,2678,0.073,1.0
"r[64]",4.3,0.017,0.83,3.0,4.2,5.7,2436,0.067,1.0
"r[65]",0.50,0.0072,0.37,0.11,0.40,1.2,2642,0.072,1.0
"r[66]",5.6,0.026,1.4,3.6,5.5,8.0,2805,0.077,1.0
"r[67]",0.74,0.0065,0.33,0.29,0.69,1.4,2638,0.072,1.0
"r[68]",1.1,0.0091,0.45,0.44,0.99,1.9,2435,0.067,1.0
"r[69]",1.1,0.0090,0.48,0.42,0.99,2.0,2873,0.079,1.0
"r[70]",0.78,0.0063,0.33,0.34,0.73,1.4,2712,0.074,1.0
"r[71]",1.0,0.018,0.93,0.16,0.73,2.8,2634,0.072,1.0
"r[72]",1.5,0.011,0.57,0.69,1.4,2.5,2893,0.079,1.0
"r[73]",1.0,0.018,0.78,0.20,0.82,2.6,1812,0.050,1.0
"r[74]",0.66,0.0052,0.26,0.30,0.62,1.1,2484,0.068,1.0
"r[75]",3.0,0.052,2.1,0.37,2.7,6.9,1600,0.044,1.0
"r[76]",27,0.11,5.2,20,26,36,2306,0.063,1.0
"r[77]",1.3,0.013,0.68,0.45,1.2,2.6,2931,0.080,1.00
"r[78]",0.36,0.0050,0.26,0.086,0.30,0.87,2666,0.073,1.0
"r[79]",3.3,0.024,1.2,1.6,3.1,5.5,2587,0.071,1.0
"r[80]",4.8,0.090,3.6,0.43,4.1,12,1619,0.044,1.0
"r[81]",0.79,0.011,0.58,0.15,0.64,1.9,2894,0.079,1.0
"r[82]",0.78,0.0082,0.42,0.25,0.70,1.6,2614,0.072,1.0
"r[83]",0.50,0.0074,0.38,0.10,0.40,1.2,2655,0.073,1.0
"r[84]",0.47,0.0055,0.28,0.15,0.41,1.0,2610,0.071,1.0
"r[85]",0.68,0.011,0.57,0.13,0.52,1.8,2775,0.076,1.00
"r[86]",1.4,0.011,0.60,0.60,1.3,2.5,2750,0.075,1.00
"r[87]",4.6,0.023,1.1,2.9,4.5,6.7,2503,0.069,1.0
"r[88]",1.6,0.019,1.1,0.34,1.3,3.6,3043,0.083,1.0
"r[89]",1.8,0.013,0.60,0.92,1.7,2.9,2146,0.059,1.0
"r[90]",0.92,0.0092,0.48,0.30,0.83,1.8,2747,0.075,1.0
"r[91]",3.6,0.044,2.1,0.86,3.2,7.5,2332,0.064,1.0
"r[92]",1.6,0.0081,0.39,1.1,1.6,2.3,2302,0.063,1.0
"r[93]",6.6,0.053,2.6,2.9,6.3,11,2344,0.064,1.00
"r[94]",1.3,0.016,0.87,0.32,1.1,3.0,2765,0.076,1.0
"r[95]",1.1,0.022,1.1,0.18,0.79,3.2,2453,0.067,1.0
"r[96]",0.60,0.0088,0.45,0.13,0.48,1.5,2597,0.071,1.0
"r[97]",1.2,0.0094,0.50,0.51,1.1,2.1,2835,0.078,1.00
"r[98]",1.1,0.0096,0.50,0.45,1.0,2.0,2685,0.074,1.0
"r[99]",0.59,0.0097,0.45,0.13,0.46,1.5,2199,0.060,1.00
"r[100]",1.3,0.028,1.4,0.18,0.85,3.8,2372,0.065,1.00
"r[101]",1.1,0.010,0.49,0.45,1.0,2.1,2405,0.066,1.0
