name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-3673.65,0.212535,8.10876,-3687.43,-3673.4,-3660.8,1455.62,0.0815127,1.00113
"accept_stat__",0.803842,0.00553436,0.215913,0.429732,0.861856,0.994908,1522.03,0.0852317,1.00784
"stepsize__",0.242338,0.0240951,0.0295325,0.214397,0.229429,0.283188,1.50225,8.41241e-05,1.92644e+13
"treedepth__",2.877,0.0279435,1.132,1,3,4,1641.08,0.0918984,1.00348
"n_leapfrog__",10.4383,0.123222,4.8741,2,12,15,1564.63,0.0876172,1.00297
"divergent__",0.639,0.0109165,0.480331,0,1,1,1936.02,0.108414,1.00486
"energy__",3739.68,0.286929,11.5008,3721.05,3739.28,3759.4,1606.61,0.0899678,1.00139
"r[1]",0.97,0.0085,0.42,0.39,0.92,1.7,2389,0.13,1.0
"r[2]",0.58,0.0042,0.21,0.28,0.55,0.96,2543,0.14,1.00
"r[3]",1.6,0.021,1.0,0.42,1.3,3.6,2427,0.14,1.0
"r[4]",1.0,0.0083,0.39,0.48,0.98,1.7,2193,0.12,1.0
"r[5]",0.41,0.0050,0.28,0.092,0.35,0.94,2997,0.17,1.0
"r[6]",1.0,0.0086,0.41,0.47,0.98,1.8,2303,0.13,1.0
"r[7]",0.68,0.0088,0.41,0.19,0.60,1.5,2172,0.12,1.0
"r[8]",3.0,0.013,0.62,2.0,2.9,4.1,2308,0.13,1.0
"r[9]",1.4,0.010,0.51,0.70,1.4,2.3,2442,0.14,1.0
"r[10]",0.31,0.0033,0.17,0.099,0.28,0.63,2670,0.15,1.0
"r[11]",0.98,0.0084,0.37,0.46,0.94,1.7,1908,0.11,1.0
"r[12]",3.5,0.017,0.78,2.3,3.4,4.9,1980,0.11,1.0
"r[13]",1.5,0.019,0.90,0.38,1.3,3.2,2117,0.12,1.0
"r[14]",1.9,0.0084,0.38,1.3,1.8,2.6,2102,0.12,1.0
"r[15]",0.65,0.0055,0.28,0.27,0.61,1.2,2637,0.15,1.0
"r[16]",0.40,0.0039,0.18,0.16,0.37,0.74,2201,0.12,1.0
"r[17]",1.5,0.013,0.63,0.68,1.4,2.7,2260,0.13,1.0
"r[18]",0.66,0.0053,0.26,0.30,0.62,1.1,2407,0.13,1.0
"r[19]",1.3,0.031,1.4,0.18,0.84,3.9,2163,0.12,1.0
"r[20]",0.30,0.0028,0.14,0.11,0.28,0.57,2640,0.15,1.0
"r[21]",1.8,0.016,0.74,0.78,1.7,3.1,2214,0.12,1.0
"r[22]",2.2,0.017,0.74,1.2,2.1,3.6,2013,0.11,1.0
"r[23]",3.7,0.016,0.78,2.5,3.6,5.0,2301,0.13,1.0
"r[24]",0.70,0.0075,0.36,0.24,0.63,1.4,2224,0.12,1.0
"r[25]",1.1,0.012,0.55,0.36,1.0,2.1,2166,0.12,1.0
"r[26]",1.2,0.011,0.63,0.36,1.1,2.4,3046,0.17,1.0
"r[27]",5.3,0.024,1.0,3.8,5.2,7.2,1975,0.11,1.0
"r[28]",1.4,0.030,1.5,0.18,0.91,4.1,2340,0.13,1.0
"r[29]",0.85,0.017,0.77,0.14,0.63,2.3,2135,0.12,1.0
"r[30]",0.63,0.0052,0.23,0.31,0.61,1.1,1996,0.11,1.0
"r[31]",0.67,0.0056,0.30,0.27,0.63,1.2,2892,0.16,1.0
"r[32]",2.5,0.019,0.91,1.2,2.4,4.1,2293,0.13,1.00
"r[33]",13,0.044,2.1,9.4,12,16,2310,0.13,1.0
"r[34]",0.43,0.0061,0.30,0.095,0.36,1.0,2471,0.14,1.0
"r[35]",1.3,0.0080,0.41,0.73,1.2,2.1,2537,0.14,1.0
"r[36]",0.58,0.0090,0.45,0.11,0.45,1.4,2469,0.14,1.0
"r[37]",2.5,0.028,1.3,0.87,2.2,5.0,2218,0.12,1.0
"r[38]",0.34,0.0039,0.20,0.11,0.30,0.72,2465,0.14,1.00
"r[39]",2.0,0.029,1.4,0.49,1.7,4.8,2420,0.14,1.0
