name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-3639.13,0.233214,8.28732,-3653.27,-3638.69,-3625.94,1262.76,0.042125,1.0024
"accept_stat__",0.813976,0.0687578,0.215193,0.451789,0.874679,0.996941,9.7952,0.000326763,1.08892
"stepsize__",0.203161,0.0794111,0.0973313,0.0672105,0.252539,0.289733,1.50225,5.01144e-05,4.42514e+13
"treedepth__",3.15333,0.748478,1.47372,1,3,6,3.87679,0.000129328,1.25786
"n_leapfrog__",18.2197,11.2611,18.2366,2,12,63,2.62256,8.74874e-05,1.48044
"divergent__",0.8075,0.00681193,0.394296,0,1,1,3350.47,0.11177,1.0003
"energy__",3705.28,0.3053,11.6902,3686.46,3705.05,3724.85,1466.18,0.048911,1.00176
"r[1]",0.28,0.0045,0.19,0.072,0.24,0.65,1692,0.056,1.0
"r[2]",0.80,0.0060,0.25,0.43,0.77,1.3,1753,0.058,1.0
"r[3]",0.55,0.0098,0.44,0.11,0.43,1.4,1957,0.065,1.0
"r[4]",0.27,0.0039,0.17,0.076,0.23,0.59,1896,0.063,1.0
"r[5]",0.47,0.0067,0.28,0.13,0.41,1.0,1777,0.059,1.0
"r[6]",2.0,0.015,0.61,1.1,2.0,3.1,1697,0.057,1.0
"r[7]",0.67,0.0099,0.38,0.20,0.60,1.4,1504,0.050,1.0
"r[8]",2.4,0.013,0.55,1.6,2.4,3.4,1807,0.060,1.0
"r[9]",0.37,0.0058,0.22,0.11,0.32,0.80,1443,0.048,1.00
"r[10]",0.26,0.0034,0.14,0.077,0.23,0.53,1780,0.059,1.0
"r[11]",1.1,0.0095,0.39,0.55,1.1,1.8,1632,0.054,1.0
"r[12]",1.4,0.011,0.43,0.79,1.4,2.2,1611,0.054,1.0
"r[13]",0.71,0.011,0.50,0.16,0.59,1.7,2113,0.070,1.0
"r[14]",0.38,0.0034,0.14,0.18,0.36,0.64,1724,0.058,1.0
"r[15]",0.48,0.0056,0.23,0.18,0.44,0.92,1753,0.058,1.0
"r[16]",0.75,0.0062,0.26,0.38,0.72,1.2,1787,0.060,1.0
"r[17]",1.2,0.012,0.55,0.45,1.1,2.2,1933,0.064,1.0
"r[18]",2.2,0.013,0.55,1.4,2.1,3.2,1875,0.063,1.00
"r[19]",1.2,0.027,1.2,0.19,0.86,3.5,1880,0.063,1.0
"r[20]",0.24,0.0030,0.13,0.081,0.22,0.50,2041,0.068,1.0
"r[21]",0.78,0.010,0.42,0.25,0.70,1.6,1704,0.057,1.0
"r[22]",0.49,0.0068,0.30,0.14,0.42,1.0,1949,0.065,1.0
"r[23]",0.50,0.0070,0.27,0.17,0.46,1.00,1441,0.048,1.0
"r[24]",2.3,0.016,0.68,1.3,2.3,3.6,1839,0.061,1.0
"r[25]",2.3,0.019,0.83,1.1,2.3,3.8,1937,0.065,1.0
"r[26]",2.2,0.022,0.90,0.98,2.1,3.9,1699,0.057,1.0
"r[27]",1.5,0.011,0.47,0.88,1.5,2.4,1918,0.064,1.0
"r[28]",1.5,0.043,1.8,0.19,0.96,4.5,1695,0.057,1.0
"r[29]",1.4,0.026,1.1,0.28,1.1,3.7,1777,0.059,1.0
"r[30]",0.35,0.0038,0.17,0.13,0.32,0.65,1971,0.066,1.0
