name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-4081.28,0.183724,8.11736,-4095.05,-4080.94,-4068.77,1952.09,0.0334537,1.00067
"accept_stat__",0.892958,0.00481827,0.155089,0.593401,0.948333,0.998435,1036.04,0.0177551,1.00737
"stepsize__",0.097202,0.00932522,0.0114296,0.0848211,0.094395,0.11239,1.50225,2.57447e-05,2.00982e+13
"treedepth__",4.6435,0.0448054,1.24593,2,5,6,773.258,0.0132516,1.0129
"n_leapfrog__",36.4352,6.42428,19.1467,5,31,63,8.88262,0.000152225,1.1032
"divergent__",0.465667,0.0588062,0.498861,0,0,1,71.9638,0.00123327,1.02289
"energy__",4147.2,0.251938,11.253,4129.14,4147.06,4165.89,1995.05,0.0341899,1.00168
"r[1]",1.4,0.0088,0.49,0.70,1.3,2.3,3085,0.053,1.0
"r[2]",0.39,0.0033,0.18,0.15,0.37,0.72,2842,0.049,1.0
"r[3]",0.87,0.012,0.67,0.16,0.70,2.2,3047,0.052,1.00
"r[4]",1.7,0.0093,0.54,0.94,1.7,2.7,3397,0.058,1.0
"r[5]",2.6,0.018,0.98,1.3,2.5,4.4,2857,0.049,1.00
"r[6]",2.3,0.013,0.75,1.3,2.3,3.7,3279,0.056,1.0
"r[7]",2.2,0.015,0.80,1.1,2.1,3.7,2910,0.050,1.0
"r[8]",0.66,0.0048,0.28,0.28,0.62,1.2,3352,0.057,1.00
"r[9]",1.9,0.013,0.68,0.97,1.9,3.2,2815,0.048,1.0
"r[10]",3.3,0.013,0.70,2.2,3.2,4.5,2900,0.050,1.0
"r[11]",1.1,0.0066,0.38,0.61,1.1,1.8,3383,0.058,1.00
"r[12]",1.0,0.0065,0.36,0.51,0.98,1.7,3183,0.055,1.0
"r[13]",1.4,0.018,0.96,0.25,1.1,3.3,2788,0.048,1.0
"r[14]",8.6,0.029,1.7,6.2,8.4,12,3267,0.056,1.0
"r[15]",2.2,0.010,0.59,1.3,2.1,3.2,3203,0.055,1.00
"r[16]",3.2,0.012,0.63,2.2,3.2,4.3,2656,0.046,1.0
"r[17]",0.68,0.0081,0.47,0.15,0.56,1.6,3389,0.058,1.0
"r[18]",1.2,0.0070,0.39,0.67,1.2,1.9,3066,0.053,1.0
"r[19]",1.3,0.029,1.4,0.18,0.87,3.9,2231,0.038,1.0
"r[20]",2.2,0.0079,0.48,1.5,2.2,3.1,3730,0.064,1.0
"r[21]",2.1,0.017,0.88,0.89,2.0,3.8,2795,0.048,1.0
"r[22]",4.8,0.023,1.2,3.0,4.7,7.0,2850,0.049,1.0
"r[23]",1.9,0.011,0.54,1.1,1.8,2.8,2623,0.045,1.0
"r[24]",2.6,0.013,0.73,1.6,2.6,3.9,3201,0.055,1.00
"r[25]",0.89,0.0078,0.48,0.28,0.79,1.8,3744,0.064,1.0
"r[26]",2.1,0.016,0.92,0.85,2.0,3.8,3419,0.059,1.0
"r[27]",0.91,0.0059,0.34,0.45,0.86,1.5,3210,0.055,1.0
"r[28]",1.4,0.031,1.6,0.19,0.89,4.1,2581,0.044,1.0
"r[29]",0.79,0.011,0.66,0.14,0.60,2.1,3398,0.058,1.0
"r[30]",0.73,0.0042,0.25,0.38,0.70,1.2,3621,0.062,1.0
"r[31]",11,0.036,1.9,7.9,11,14,2825,0.048,1.0
"r[32]",0.94,0.012,0.61,0.21,0.82,2.1,2438,0.042,1.0
"r[33]",1.6,0.0077,0.48,0.90,1.5,2.5,3877,0.066,1.0
"r[34]",0.41,0.0053,0.29,0.094,0.34,0.99,3079,0.053,1.0
"r[35]",0.59,0.0043,0.25,0.25,0.55,1.1,3454,0.059,1.00
"r[36]",0.57,0.0079,0.44,0.12,0.45,1.4,3102,0.053,1.0
"r[37]",0.61,0.0090,0.48,0.12,0.48,1.5,2818,0.048,1.0
"r[38]",0.32,0.0030,0.18,0.099,0.28,0.67,3551,0.061,1.00
"r[39]",1.4,0.017,1.0,0.29,1.1,3.2,3711,0.064,1.0
"r[40]",1.9,0.019,1.1,0.47,1.7,3.8,3269,0.056,1.0
"r[41]",0.99,0.019,0.92,0.16,0.71,2.8,2472,0.042,1.0
"r[42]",1.1,0.021,1.1,0.16,0.76,3.1,2684,0.046,1.0
"r[43]",1.6,0.012,0.68,0.68,1.5,2.9,3289,0.056,1.00
"r[44]",0.53,0.0066,0.38,0.12,0.43,1.3,3267,0.056,1.0
"r[45]",1.9,0.0079,0.44,1.3,1.9,2.7,3126,0.054,1.0
"r[46]",4.4,0.018,0.96,2.9,4.3,6.0,2804,0.048,1.0
"r[47]",1.1,0.0070,0.37,0.53,1.0,1.7,2843,0.049,1.0
"r[48]",1.4,0.018,1.0,0.24,1.1,3.4,3350,0.057,1.00
"r[49]",1.4,0.018,1.0,0.30,1.2,3.4,3038,0.052,1.0
"r[50]",0.84,0.0045,0.25,0.48,0.81,1.3,3210,0.055,1.0
"r[51]",0.23,0.0023,0.11,0.089,0.21,0.44,2228,0.038,1.0
"r[52]",0.68,0.0073,0.40,0.19,0.59,1.5,3063,0.052,1.0
"r[53]",2.4,0.017,0.98,0.99,2.3,4.2,3365,0.058,1.0
"r[54]",1.2,0.018,0.94,0.20,0.97,3.1,2881,0.049,1.0
"r[55]",3.4,0.016,0.98,1.9,3.3,5.1,3592,0.062,1.00
"r[56]",1.7,0.022,1.2,0.31,1.4,4.2,3061,0.052,1.0
"r[57]",1.4,0.0092,0.54,0.65,1.3,2.4,3374,0.058,1.00
"r[58]",9.2,0.035,2.0,6.2,9.1,13,3166,0.054,1.0
"r[59]",2.2,0.017,0.90,0.93,2.1,3.9,2834,0.049,1.0
"r[60]",0.39,0.0046,0.26,0.088,0.33,0.91,3343,0.057,1.0
"r[61]",1.2,0.0079,0.43,0.61,1.2,2.0,3060,0.052,1.0
"r[62]",0.76,0.0069,0.40,0.25,0.70,1.5,3411,0.058,1.0
"r[63]",0.41,0.0039,0.21,0.15,0.37,0.82,2835,0.049,1.0
"r[64]",0.28,0.0025,0.15,0.092,0.25,0.56,3356,0.058,1.0
"r[65]",4.0,0.024,1.4,2.1,3.9,6.6,3465,0.059,1.0
"r[66]",1.1,0.0100,0.55,0.39,1.0,2.2,3014,0.052,1.0
"r[67]",0.70,0.0064,0.34,0.25,0.63,1.4,2869,0.049,1.0
"r[68]",3.5,0.017,0.91,2.2,3.4,5.1,2916,0.050,1.0
"r[69]",1.1,0.0077,0.51,0.38,0.97,2.0,4384,0.075,1.0
"r[70]",4.0,0.014,0.88,2.7,3.9,5.6,3781,0.065,1.0
"r[71]",1.5,0.033,1.5,0.19,1.0,4.5,2222,0.038,1.0
"r[72]",1.1,0.0084,0.48,0.42,0.99,2.0,3346,0.057,1.0
"r[73]",0.70,0.0098,0.58,0.12,0.53,1.8,3542,0.061,1.00
"r[74]",0.63,0.0044,0.25,0.29,0.59,1.1,3288,0.056,1.0
"r[75]",0.48,0.0068,0.35,0.11,0.40,1.1,2546,0.044,1.0
"r[76]",4.8,0.018,1.0,3.3,4.7,6.7,3355,0.057,1.0
"r[77]",1.2,0.012,0.67,0.38,1.1,2.5,3393,0.058,1.0
