name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-3551.88,0.200884,8.33943,-3566.34,-3551.48,-3538.96,1723.39,0.0436876,1.00257
"accept_stat__",0.885088,0.0291259,0.166898,0.595929,0.938757,0.998552,32.8355,0.000832373,1.03532
"stepsize__",0.152343,0.0318707,0.0390628,0.10334,0.154764,0.198924,1.50225,3.80818e-05,3.34411e+13
"treedepth__",4.14267,0.22195,1.14624,2,5,5,26.6712,0.000676108,1.03746
"n_leapfrog__",23.5563,2.71404,9.78488,4,31,31,12.9981,0.000329498,1.06401
"divergent__",0.382667,0.00954408,0.486078,0,0,1,2593.85,0.0657534,1.00585
"energy__",3617.98,0.275976,11.5847,3599.84,3617.56,3637.42,1762.09,0.0446686,1.0018
"r[1]",1.0,0.0067,0.43,0.44,0.96,1.8,4141,0.10,1.0
"r[2]",0.98,0.0043,0.29,0.55,0.95,1.5,4498,0.11,1.00
"r[3]",1.4,0.015,1.0,0.29,1.2,3.3,4747,0.12,1.0
"r[4]",1.2,0.0066,0.43,0.57,1.1,1.9,4200,0.11,1.0
"r[5]",1.3,0.0086,0.52,0.55,1.2,2.2,3706,0.094,1.00
"r[6]",0.44,0.0040,0.25,0.13,0.39,0.92,3793,0.096,1.00
"r[7]",1.9,0.011,0.69,0.96,1.8,3.2,3640,0.092,1.0
"r[8]",0.78,0.0050,0.28,0.38,0.75,1.3,3220,0.082,1.00
"r[9]",0.45,0.0042,0.25,0.14,0.40,0.94,3499,0.089,1.00
"r[10]",4.0,0.012,0.75,2.9,3.9,5.3,3860,0.098,1.0
"r[11]",2.6,0.011,0.68,1.6,2.6,3.8,3856,0.098,1.00
"r[12]",3.9,0.013,0.82,2.7,3.8,5.3,3723,0.094,1.0
"r[13]",1.6,0.018,1.1,0.28,1.3,3.9,3803,0.096,1.00
"r[14]",0.28,0.0019,0.12,0.12,0.26,0.51,3924,0.099,1.0
"r[15]",1.4,0.0071,0.46,0.71,1.3,2.2,4115,0.10,1.00
"r[16]",0.91,0.0050,0.31,0.48,0.87,1.5,3724,0.094,1.0
"r[17]",3.0,0.015,1.0,1.6,2.9,4.8,4740,0.12,1.00
"r[18]",0.54,0.0037,0.24,0.22,0.50,0.97,3991,0.10,1.0
"r[19]",1.3,0.022,1.3,0.18,0.88,3.9,3561,0.090,1.0
"r[20]",0.59,0.0033,0.22,0.29,0.57,1.0,4428,0.11,1.00
"r[21]",0.75,0.0068,0.42,0.21,0.67,1.5,3755,0.095,1.0
"r[22]",1.4,0.0088,0.54,0.66,1.4,2.4,3805,0.096,1.0
"r[23]",0.39,0.0029,0.20,0.14,0.36,0.77,4599,0.12,1.0
"r[24]",0.51,0.0039,0.26,0.19,0.47,1.0,4350,0.11,1.0
