name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-3442.55,0.200638,8.0936,-3456.34,-3442.4,-3429.71,1627.26,0.0889248,1.00097
"accept_stat__",0.813961,0.00567321,0.205639,0.458161,0.868763,0.996221,1313.87,0.071799,1.01066
"stepsize__",0.234104,0.0151753,0.0185999,0.220843,0.221064,0.260406,1.50225,8.20936e-05,1.12512e+13
"treedepth__",2.94483,0.0297911,1.1074,1,3,4,1381.77,0.0755094,1.00891
"n_leapfrog__",10.7395,0.131437,4.7884,2,13,15,1327.23,0.0725293,1.00786
"divergent__",0.6095,0.0111516,0.487903,0,1,1,1914.23,0.104607,1.00955
"energy__",3508.62,0.260929,11.4674,3490.23,3508.26,3528.41,1931.44,0.105547,1.00021
"r[1]",2.2,0.015,0.70,1.2,2.1,3.5,2121,0.12,1.00
"r[2]",2.3,0.012,0.51,1.5,2.2,3.2,1939,0.11,1.0
"r[3]",0.81,0.013,0.68,0.15,0.61,2.1,2848,0.16,1.0
"r[4]",0.97,0.0088,0.42,0.40,0.92,1.8,2252,0.12,1.00
"r[5]",1.1,0.013,0.60,0.28,0.95,2.2,1961,0.11,1.0
"r[6]",2.6,0.019,0.81,1.5,2.5,4.1,1868,0.10,1.0
"r[7]",1.4,0.012,0.58,0.60,1.3,2.5,2351,0.13,1.0
"r[8]",0.56,0.0050,0.24,0.23,0.52,1.00,2258,0.12,1.0
"r[9]",0.93,0.0081,0.38,0.41,0.87,1.6,2244,0.12,1.0
"r[10]",0.19,0.0024,0.11,0.054,0.16,0.40,2201,0.12,1.0
"r[11]",0.94,0.0077,0.35,0.44,0.90,1.6,2107,0.12,1.0
"r[12]",0.88,0.0074,0.34,0.42,0.83,1.5,2070,0.11,1.00
"r[13]",1.4,0.016,0.83,0.33,1.2,2.9,2580,0.14,1.0
"r[14]",3.5,0.015,0.63,2.6,3.4,4.6,1747,0.095,1.0
"r[15]",0.30,0.0039,0.17,0.092,0.27,0.63,1939,0.11,1.0
"r[16]",0.59,0.0044,0.22,0.29,0.56,0.99,2417,0.13,1.0
"r[17]",0.50,0.0058,0.30,0.15,0.44,1.1,2711,0.15,1.0
"r[18]",1.5,0.0094,0.44,0.86,1.4,2.3,2149,0.12,1.0
"r[19]",1.3,0.027,1.4,0.17,0.88,3.9,2637,0.14,1.0
"r[20]",0.54,0.0045,0.22,0.25,0.50,0.95,2339,0.13,1.0
"r[21]",0.59,0.0073,0.37,0.16,0.52,1.3,2475,0.14,1.0
"r[22]",0.66,0.0076,0.36,0.21,0.59,1.4,2313,0.13,1.0
"r[23]",0.65,0.0057,0.28,0.29,0.61,1.2,2434,0.13,1.0
