name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-4055.91,0.188321,8.10685,-4069.9,-4055.57,-4043.03,1853.14,0.0338783,1.00114
"accept_stat__",0.886559,0.0171046,0.161735,0.570076,0.941708,0.998097,89.409,0.00163454,1.01783
"stepsize__",0.107168,0.0126759,0.0155364,0.0852515,0.116797,0.119455,1.50225,2.74636e-05,1.86795e+13
"treedepth__",4.51833,0.248983,1.20052,2,5,6,23.2486,0.000425021,1.04521
"n_leapfrog__",32.1242,8.87687,16.9254,5,31,63,3.63545,6.64619e-05,1.27516
"divergent__",0.441333,0.0365308,0.496588,0,0,1,184.788,0.00337822,1.01611
"energy__",4122.03,0.249977,11.3328,4103.99,4121.82,4141.47,2055.31,0.0375743,1.00102
"r[1]",5.4,0.023,1.3,3.5,5.3,7.6,2952,0.054,1.00
"r[2]",1.8,0.0072,0.45,1.1,1.8,2.6,3997,0.073,1.00
"r[3]",2.5,0.026,1.6,0.48,2.2,5.7,3875,0.071,1.00
"r[4]",0.30,0.0031,0.19,0.079,0.26,0.67,3811,0.070,1.00
"r[5]",0.54,0.0054,0.34,0.13,0.46,1.2,3957,0.072,1.00
"r[6]",3.4,0.014,0.87,2.1,3.4,5.0,3743,0.068,1.0
"r[7]",0.74,0.0073,0.39,0.25,0.67,1.5,2882,0.053,1.0
"r[8]",0.71,0.0045,0.27,0.35,0.67,1.2,3468,0.063,1.0
"r[9]",0.37,0.0035,0.22,0.11,0.32,0.80,3935,0.072,1.00
"r[10]",2.5,0.0087,0.56,1.6,2.4,3.5,4124,0.075,1.00
"r[11]",1.2,0.0065,0.39,0.65,1.2,1.9,3620,0.066,1.0
"r[12]",0.82,0.0048,0.31,0.40,0.78,1.4,4134,0.076,1.0
"r[13]",0.70,0.0077,0.49,0.15,0.58,1.7,4093,0.075,1.0
"r[14]",0.32,0.0020,0.13,0.15,0.31,0.56,4180,0.076,1.0
"r[15]",0.64,0.0052,0.33,0.21,0.59,1.3,3999,0.073,1.0
"r[16]",2.1,0.0087,0.48,1.3,2.0,2.9,3064,0.056,1.00
"r[17]",5.0,0.024,1.4,3.0,4.9,7.5,3239,0.059,1.0
"r[18]",1.1,0.0056,0.36,0.55,1.0,1.7,3970,0.073,1.0
"r[19]",1.5,0.029,1.7,0.20,0.98,4.4,3280,0.060,1.0
"r[20]",3.7,0.014,0.73,2.6,3.6,5.0,2914,0.053,1.0
"r[21]",0.55,0.0065,0.37,0.13,0.47,1.3,3109,0.057,1.00
"r[22]",1.1,0.0083,0.50,0.46,1.0,2.1,3709,0.068,1.0
"r[23]",1.3,0.0081,0.47,0.57,1.2,2.1,3421,0.063,1.0
"r[24]",4.3,0.017,1.0,2.8,4.2,6.2,3743,0.068,1.0
"r[25]",1.3,0.012,0.71,0.35,1.2,2.6,3696,0.068,1.0
"r[26]",6.5,0.029,1.7,4.0,6.3,9.5,3424,0.063,1.00
"r[27]",7.2,0.020,1.3,5.2,7.1,9.4,4116,0.075,1.0
"r[28]",1.3,0.031,1.5,0.16,0.85,3.9,2251,0.041,1.0
"r[29]",1.7,0.025,1.4,0.32,1.4,4.3,3031,0.055,1.0
"r[30]",0.32,0.0029,0.16,0.12,0.29,0.62,2991,0.055,1.0
"r[31]",0.25,0.0029,0.16,0.066,0.22,0.56,2878,0.053,1.0
"r[32]",0.41,0.0042,0.27,0.10,0.34,0.96,4324,0.079,1.0
"r[33]",1.6,0.0071,0.47,0.89,1.5,2.4,4242,0.078,1.00
"r[34]",0.46,0.0050,0.32,0.10,0.38,1.1,4160,0.076,1.00
"r[35]",0.31,0.0025,0.16,0.10,0.27,0.60,4201,0.077,1.0
"r[36]",0.89,0.0094,0.60,0.21,0.74,2.1,4037,0.074,1.00
"r[37]",0.81,0.013,0.66,0.16,0.63,2.1,2445,0.045,1.0
"r[38]",4.0,0.014,0.87,2.6,3.9,5.5,3909,0.071,1.00
"r[39]",3.4,0.030,2.0,0.92,3.0,7.2,4438,0.081,1.00
"r[40]",0.51,0.0059,0.39,0.11,0.41,1.3,4309,0.079,1.00
"r[41]",2.9,0.032,2.0,0.65,2.3,6.7,4022,0.074,1.00
"r[42]",2.0,0.025,1.7,0.33,1.5,5.3,4493,0.082,1.00
"r[43]",1.4,0.0096,0.61,0.55,1.3,2.5,4106,0.075,1.0
"r[44]",1.2,0.011,0.69,0.35,1.0,2.5,4023,0.074,1.00
"r[45]",1.5,0.0058,0.36,0.95,1.5,2.1,3872,0.071,1.00
"r[46]",1.3,0.0093,0.50,0.63,1.3,2.3,2929,0.054,1.0
"r[47]",0.82,0.0054,0.32,0.39,0.77,1.4,3516,0.064,1.0
"r[48]",3.6,0.027,1.5,1.4,3.4,6.4,3266,0.060,1.0
"r[49]",1.7,0.016,1.1,0.39,1.5,3.7,4405,0.081,1.00
"r[50]",1.1,0.0052,0.29,0.66,1.1,1.6,3210,0.059,1.0
"r[51]",1.4,0.0056,0.31,0.89,1.3,1.9,2953,0.054,1.0
"r[52]",0.72,0.0063,0.41,0.22,0.64,1.5,4156,0.076,1.0
"r[53]",0.46,0.0060,0.33,0.10,0.38,1.1,3079,0.056,1.0
"r[54]",1.6,0.014,0.87,0.48,1.4,3.2,4099,0.075,1.0
"r[55]",0.31,0.0037,0.21,0.077,0.26,0.71,3247,0.059,1.0
"r[56]",2.2,0.017,1.0,0.89,2.1,4.1,3583,0.065,1.0
"r[57]",0.70,0.0055,0.31,0.29,0.64,1.3,3080,0.056,1.0
"r[58]",0.55,0.0055,0.33,0.15,0.48,1.2,3638,0.067,1.00
"r[59]",3.1,0.016,0.94,1.8,3.1,4.8,3548,0.065,1.0
"r[60]",0.40,0.0042,0.27,0.095,0.33,0.93,4184,0.076,1.00
"r[61]",0.84,0.0062,0.35,0.36,0.79,1.5,3120,0.057,1.00
"r[62]",0.92,0.0082,0.49,0.29,0.83,1.9,3544,0.065,1.0
"r[63]",2.3,0.011,0.67,1.4,2.3,3.5,3958,0.072,1.00
"r[64]",2.9,0.013,0.71,1.9,2.8,4.2,2790,0.051,1.0
"r[65]",1.3,0.013,0.80,0.30,1.1,2.8,4066,0.074,1.0
"r[66]",15,0.044,2.7,11,15,20,3851,0.070,1.0
"r[67]",1.3,0.0084,0.47,0.65,1.2,2.1,3089,0.056,1.00
"r[68]",0.78,0.0063,0.40,0.26,0.70,1.6,4117,0.075,1.0
"r[69]",3.4,0.017,0.99,2.0,3.3,5.2,3269,0.060,1.00
"r[70]",0.91,0.0063,0.38,0.40,0.85,1.6,3596,0.066,1.0
"r[71]",1.7,0.024,1.6,0.22,1.2,4.8,4169,0.076,1.0
