name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-3650.79,0.186528,8.22993,-3664.78,-3650.45,-3637.78,1946.73,0.0617259,1.00121
"accept_stat__",0.844222,0.0452614,0.211987,0.339632,0.920307,0.997438,21.9363,0.000695543,1.04593
"stepsize__",0.206056,0.0220357,0.0270084,0.17573,0.201113,0.241325,1.50225,4.76325e-05,1.96809e+13
"treedepth__",3.92483,0.310019,1.04596,2,4,5,11.3829,0.000360923,1.07631
"n_leapfrog__",19.2842,4.75699,9.11118,4,15,31,3.66846,0.000116317,1.26725
"divergent__",0.281167,0.0108551,0.449606,0,0,1,1715.53,0.054395,1.00517
"energy__",3716.71,0.275816,11.6506,3697.97,3716.32,3736.67,1784.26,0.0565742,1.0012
"r[1]",0.55,0.0049,0.29,0.19,0.49,1.1,3444,0.11,1.0
"r[2]",0.86,0.0037,0.27,0.48,0.83,1.3,5200,0.16,1.0
"r[3]",0.66,0.0078,0.53,0.12,0.51,1.7,4715,0.15,1.0
"r[4]",0.72,0.0046,0.32,0.29,0.67,1.3,4791,0.15,1.0
"r[5]",2.3,0.012,0.82,1.1,2.2,3.8,4528,0.14,1.0
"r[6]",2.9,0.013,0.79,1.7,2.8,4.3,3980,0.13,1.0
"r[7]",0.98,0.0092,0.60,0.24,0.85,2.1,4232,0.13,1.00
"r[8]",5.6,0.015,1.00,4.1,5.6,7.3,4208,0.13,1.0
"r[9]",0.86,0.0078,0.46,0.25,0.78,1.7,3515,0.11,1.00
"r[10]",2.1,0.0082,0.51,1.3,2.0,3.0,3893,0.12,1.0
"r[11]",4.8,0.015,0.97,3.4,4.7,6.6,4148,0.13,1.0
"r[12]",2.7,0.010,0.65,1.7,2.6,3.8,3988,0.13,1.0
"r[13]",0.83,0.010,0.64,0.16,0.67,2.1,4003,0.13,1.0
"r[14]",0.92,0.0042,0.25,0.54,0.90,1.4,3698,0.12,1.00
"r[15]",0.83,0.0048,0.31,0.40,0.79,1.4,4342,0.14,1.00
"r[16]",0.65,0.0036,0.23,0.31,0.62,1.1,4359,0.14,1.00
"r[17]",0.95,0.0069,0.49,0.30,0.86,1.9,5181,0.16,1.00
"r[18]",0.59,0.0039,0.25,0.25,0.55,1.1,4254,0.13,1.0
"r[19]",1.4,0.026,1.6,0.19,0.92,4.2,3656,0.12,1.0
"r[20]",3.9,0.012,0.75,2.8,3.9,5.2,3868,0.12,1.00
"r[21]",1.8,0.013,0.74,0.78,1.7,3.1,3327,0.11,1.00
"r[22]",0.61,0.0064,0.36,0.17,0.54,1.3,3116,0.099,1.0
"r[23]",1.3,0.0074,0.43,0.68,1.3,2.1,3370,0.11,1.0
"r[24]",1.3,0.0077,0.50,0.63,1.3,2.3,4095,0.13,1.00
"r[25]",1.3,0.0094,0.60,0.51,1.2,2.4,4057,0.13,1.0
"r[26]",1.3,0.010,0.67,0.42,1.2,2.5,4225,0.13,1.0
"r[27]",1.3,0.0070,0.43,0.71,1.3,2.1,3833,0.12,1.0
"r[28]",1.7,0.031,2.0,0.19,1.0,5.1,4227,0.13,1.0
"r[29]",0.83,0.012,0.70,0.15,0.62,2.2,3407,0.11,1.00
"r[30]",3.2,0.0092,0.63,2.2,3.2,4.3,4637,0.15,1.00
"r[31]",4.7,0.016,0.99,3.2,4.6,6.5,4108,0.13,1.00
"r[32]",1.3,0.010,0.69,0.40,1.2,2.6,4427,0.14,1.0
"r[33]",0.70,0.0043,0.30,0.29,0.66,1.2,4799,0.15,1.00
"r[34]",6.3,0.025,1.7,3.9,6.1,9.3,4593,0.15,1.0
"r[35]",0.48,0.0028,0.21,0.19,0.44,0.88,5706,0.18,1.0
"r[36]",1.2,0.012,0.78,0.26,0.97,2.7,4065,0.13,1.0
"r[37]",0.62,0.0074,0.47,0.13,0.49,1.6,4066,0.13,1.00
"r[38]",0.68,0.0039,0.30,0.28,0.63,1.2,5877,0.19,1.0
"r[39]",1.3,0.016,0.99,0.28,1.1,3.2,3687,0.12,1.0
"r[40]",1.7,0.016,0.99,0.43,1.5,3.5,3878,0.12,1.00
"r[41]",0.98,0.013,0.89,0.15,0.72,2.6,4513,0.14,1.00
"r[42]",1.1,0.016,1.0,0.16,0.77,2.9,4180,0.13,1.00
"r[43]",0.76,0.0063,0.44,0.23,0.68,1.6,4895,0.16,1.0
"r[44]",1.1,0.010,0.68,0.32,0.99,2.5,4535,0.14,1.00
"r[45]",0.98,0.0041,0.27,0.60,0.95,1.5,4187,0.13,1.00
"r[46]",0.93,0.0059,0.35,0.46,0.88,1.6,3583,0.11,1.0
"r[47]",0.55,0.0033,0.24,0.23,0.51,0.99,5412,0.17,1.00
"r[48]",0.75,0.0076,0.51,0.17,0.63,1.7,4506,0.14,1.00
"r[49]",0.87,0.0099,0.65,0.17,0.70,2.1,4369,0.14,1.0
"r[50]",0.40,0.0025,0.16,0.18,0.38,0.70,4092,0.13,1.0
"r[51]",3.8,0.011,0.71,2.7,3.7,5.0,3870,0.12,1.0
"r[52]",1.8,0.020,1.1,0.43,1.6,4.0,3090,0.098,1.0
"r[53]",2.8,0.020,1.2,1.0,2.7,5.0,3852,0.12,1.0
"r[54]",2.3,0.017,1.1,0.90,2.2,4.4,4012,0.13,1.0
"r[55]",1.4,0.0089,0.55,0.66,1.3,2.4,3784,0.12,1.0
"r[56]",1.1,0.011,0.71,0.27,1.00,2.5,4223,0.13,1.0
"r[57]",0.89,0.0059,0.40,0.35,0.82,1.7,4616,0.15,1.0
"r[58]",3.0,0.016,1.0,1.5,2.9,4.9,4136,0.13,1.0
"r[59]",4.0,0.018,1.2,2.2,3.9,6.1,4290,0.14,1.00
"r[60]",0.83,0.0083,0.54,0.18,0.71,1.9,4266,0.14,1.00
"r[61]",2.5,0.0093,0.65,1.6,2.5,3.7,4919,0.16,1.00
"r[62]",0.65,0.0062,0.40,0.17,0.57,1.4,4128,0.13,1.00
"r[63]",0.32,0.0025,0.17,0.11,0.29,0.64,4741,0.15,1.0
"r[64]",0.20,0.0018,0.13,0.058,0.18,0.45,4654,0.15,1.0
"r[65]",1.0,0.0091,0.59,0.30,0.88,2.1,4299,0.14,1.0
"r[66]",3.5,0.016,1.0,2.0,3.4,5.3,3956,0.13,1.0
"r[67]",8.6,0.025,1.5,6.3,8.5,11,3916,0.12,1.00
"r[68]",0.33,0.0036,0.22,0.083,0.27,0.75,3753,0.12,1.0
"r[69]",0.62,0.0050,0.34,0.19,0.55,1.3,4574,0.15,1.0
"r[70]",0.48,0.0038,0.25,0.16,0.43,0.96,4437,0.14,1.0
"r[71]",1.7,0.026,1.5,0.27,1.3,4.7,3584,0.11,1.00
"r[72]",3.0,0.012,0.87,1.7,2.9,4.5,5169,0.16,1.00
"r[73]",1.8,0.018,1.2,0.44,1.5,4.1,4055,0.13,1.00
"r[74]",0.54,0.0032,0.23,0.24,0.51,0.96,5181,0.16,1.0
"r[75]",0.71,0.0079,0.46,0.18,0.60,1.6,3428,0.11,1.0
"r[76]",0.78,0.0050,0.35,0.33,0.72,1.4,4801,0.15,1.00
"r[77]",3.4,0.018,1.2,1.7,3.2,5.7,4749,0.15,1.00
"r[78]",1.0,0.0075,0.53,0.36,0.91,2.0,4951,0.16,1.00
"r[79]",1.7,0.013,0.80,0.65,1.5,3.2,3909,0.12,1.00
"r[80]",0.61,0.0081,0.49,0.12,0.48,1.6,3700,0.12,1.0
"r[81]",0.55,0.0064,0.43,0.11,0.44,1.4,4535,0.14,1.0
"r[82]",0.58,0.0047,0.37,0.16,0.50,1.3,6002,0.19,1.0
"r[83]",0.51,0.0068,0.38,0.11,0.41,1.2,3106,0.098,1.0
"r[84]",1.5,0.0082,0.56,0.65,1.4,2.5,4767,0.15,1.00
"r[85]",0.68,0.0079,0.54,0.14,0.53,1.7,4656,0.15,1.0
"r[86]",0.74,0.0061,0.40,0.24,0.66,1.5,4419,0.14,1.00
"r[87]",0.61,0.0053,0.33,0.20,0.54,1.2,3897,0.12,1.00
"r[88]",1.5,0.016,0.93,0.41,1.3,3.3,3340,0.11,1.0
"r[89]",0.27,0.0030,0.18,0.070,0.23,0.63,3419,0.11,1.0
"r[90]",0.43,0.0034,0.25,0.13,0.38,0.91,5385,0.17,1.0
"r[91]",0.97,0.011,0.69,0.22,0.80,2.3,3884,0.12,1.0
"r[92]",2.0,0.0061,0.41,1.4,2.0,2.7,4585,0.15,1.0
"r[93]",0.63,0.0071,0.48,0.13,0.50,1.6,4688,0.15,1.0
"r[94]",0.92,0.0084,0.61,0.23,0.77,2.1,5263,0.17,1.00
"r[95]",1.0,0.015,0.98,0.16,0.74,2.9,4373,0.14,1.00
"r[96]",1.8,0.014,0.97,0.59,1.6,3.7,5088,0.16,1.0
"r[97]",0.64,0.0051,0.34,0.21,0.58,1.3,4439,0.14,1.00
"r[98]",0.74,0.0066,0.43,0.22,0.65,1.6,4225,0.13,1.0
"r[99]",1.0,0.012,0.70,0.24,0.88,2.4,3449,0.11,1.0
"r[100]",1.7,0.028,1.8,0.21,1.1,5.2,4089,0.13,1.0
"r[101]",14,0.038,2.4,11,14,19,4075,0.13,1.0
"r[102]",1.2,0.0087,0.61,0.35,1.1,2.3,4908,0.16,1.0
"r[103]",1.5,0.025,1.5,0.20,1.0,4.4,3527,0.11,1.00
"r[104]",0.26,0.0021,0.14,0.086,0.23,0.52,4128,0.13,1.0
"r[105]",0.42,0.0040,0.26,0.11,0.37,0.93,4227,0.13,1.0
"r[106]",5.6,0.017,1.2,3.8,5.5,7.6,4728,0.15,1.0
"r[107]",0.81,0.0085,0.50,0.22,0.71,1.7,3392,0.11,1.0
"r[108]",0.39,0.0027,0.19,0.13,0.36,0.75,5346,0.17,1.00
"r[109]",2.0,0.016,1.1,0.66,1.8,4.1,4642,0.15,1.0
"r[110]",0.54,0.0036,0.22,0.24,0.50,0.95,3891,0.12,1.0
"r[111]",1.3,0.023,1.3,0.18,0.85,3.7,3311,0.10,1.0
"r[112]",0.47,0.0047,0.31,0.12,0.40,1.1,4456,0.14,1.00
"r[113]",0.66,0.0084,0.53,0.13,0.51,1.7,4007,0.13,1.0
"r[114]",0.73,0.0082,0.57,0.14,0.58,1.8,4819,0.15,1.0
"r[115]",0.81,0.011,0.68,0.14,0.62,2.2,4119,0.13,1.0
