name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-3774.65,0.207227,7.94385,-3788.35,-3774.19,-3762.48,1469.5,0.0594341,1.00254
"accept_stat__",0.851161,0.0299895,0.19839,0.497818,0.910182,0.998455,43.7626,0.00176998,1.03236
"stepsize__",0.185117,0.0427602,0.0524096,0.111117,0.218586,0.225648,1.50225,6.07586e-05,2.73072e+13
"treedepth__",3.30083,0.366358,1.24308,1,4,5,11.513,0.000465643,1.07837
"n_leapfrog__",14.603,4.67903,8.76642,2,15,31,3.51021,0.00014197,1.28885
"divergent__",0.570167,0.0116967,0.495093,0,1,1,1791.62,0.072462,1.00192
"energy__",3840.73,0.283977,11.43,3822.79,3840.23,3860.03,1620.04,0.0655223,1.00241
"r[1]",0.63,0.0069,0.33,0.22,0.56,1.3,2262,0.091,1.0
"r[2]",1.3,0.0076,0.33,0.77,1.2,1.9,1937,0.078,1.0
"r[3]",1.1,0.016,0.79,0.23,0.86,2.6,2348,0.095,1.00
"r[4]",1.3,0.010,0.46,0.63,1.2,2.1,2105,0.085,1.0
"r[5]",2.2,0.018,0.77,1.1,2.1,3.6,1760,0.071,1.0
"r[6]",0.63,0.0077,0.33,0.22,0.57,1.2,1800,0.073,1.0
"r[7]",16,0.075,3.1,11,16,21,1653,0.067,1.0
"r[8]",1.0,0.013,0.58,0.23,0.92,2.1,1905,0.077,1.00
"r[9]",4.6,0.029,1.2,2.7,4.5,6.8,1833,0.074,1.0
"r[10]",0.92,0.0080,0.31,0.47,0.88,1.5,1525,0.062,1.0
"r[11]",0.70,0.0066,0.31,0.29,0.65,1.3,2217,0.090,1.0
"r[12]",1.2,0.0092,0.40,0.61,1.2,1.9,1881,0.076,1.0
"r[13]",1.3,0.020,0.86,0.30,1.2,3.0,1762,0.071,1.0
"r[14]",1.7,0.0083,0.37,1.2,1.7,2.4,2034,0.082,1.00
"r[15]",0.95,0.0072,0.32,0.48,0.91,1.5,2024,0.082,1.0
"r[16]",0.75,0.0062,0.25,0.38,0.71,1.2,1642,0.066,1.0
"r[17]",1.3,0.014,0.59,0.52,1.2,2.4,1797,0.073,1.0
"r[18]",0.26,0.0030,0.14,0.088,0.24,0.54,2221,0.090,1.0
"r[19]",1.3,0.043,1.5,0.18,0.88,4.0,1206,0.049,1.0
"r[20]",2.5,0.011,0.52,1.7,2.5,3.4,2419,0.098,1.00
"r[21]",1.4,0.014,0.64,0.54,1.3,2.6,2116,0.086,1.0
"r[22]",0.72,0.0080,0.38,0.23,0.66,1.4,2229,0.090,1.0
"r[23]",2.0,0.011,0.54,1.2,1.9,2.9,2252,0.091,1.00
"r[24]",0.58,0.0062,0.29,0.20,0.52,1.1,2254,0.091,1.0
"r[25]",0.56,0.0071,0.35,0.15,0.48,1.2,2485,0.10,1.0
"r[26]",2.7,0.021,1.0,1.3,2.6,4.6,2361,0.095,1.00
"r[27]",3.1,0.016,0.74,2.0,3.0,4.4,2132,0.086,1.0
"r[28]",1.7,0.044,2.0,0.22,1.1,5.3,2100,0.085,1.0
"r[29]",4.1,0.053,2.4,1.1,3.7,8.4,2006,0.081,1.0
"r[30]",4.7,0.023,0.86,3.4,4.7,6.3,1453,0.059,1.0
"r[31]",0.55,0.0053,0.25,0.22,0.50,1.0,2239,0.091,1.0
"r[32]",0.36,0.0055,0.26,0.079,0.29,0.86,2212,0.089,1.0
"r[33]",0.82,0.0070,0.30,0.39,0.78,1.4,1848,0.075,1.00
"r[34]",0.63,0.0086,0.39,0.18,0.55,1.4,1998,0.081,1.0
"r[35]",0.72,0.0063,0.27,0.35,0.68,1.2,1908,0.077,1.0
"r[36]",0.53,0.0083,0.42,0.11,0.42,1.3,2591,0.10,1.0
"r[37]",0.72,0.012,0.55,0.14,0.57,1.8,1987,0.080,1.0
"r[38]",1.7,0.012,0.51,0.99,1.7,2.6,1715,0.069,1.0
"r[39]",1.1,0.018,0.90,0.21,0.91,2.9,2455,0.099,1.00
"r[40]",0.72,0.011,0.48,0.19,0.61,1.6,1843,0.075,1.0
"r[41]",0.96,0.022,0.94,0.14,0.68,2.7,1759,0.071,1.00
"r[42]",1.2,0.027,1.2,0.17,0.78,3.5,1936,0.078,1.0
"r[43]",1.8,0.015,0.65,0.88,1.7,3.0,1930,0.078,1.0
"r[44]",0.53,0.0087,0.40,0.11,0.42,1.3,2084,0.084,1.0
"r[45]",2.0,0.0096,0.44,1.4,2.0,2.8,2082,0.084,1.0
"r[46]",2.9,0.016,0.70,1.8,2.8,4.1,1994,0.081,1.0
"r[47]",0.23,0.0029,0.14,0.065,0.20,0.49,2164,0.088,1.0
"r[48]",0.78,0.015,0.61,0.14,0.63,2.0,1594,0.064,1.0
"r[49]",2.1,0.029,1.3,0.47,1.8,4.6,2026,0.082,1.0
"r[50]",7.3,0.031,1.3,5.4,7.1,9.7,1756,0.071,1.0
