name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-3604.34,0.189518,8.1403,-3618.63,-3604.02,-3591.63,1844.93,0.0643921,1.00064
"accept_stat__",0.856972,0.00652554,0.190132,0.47411,0.920927,0.99834,848.943,0.0296299,1.01032
"stepsize__",0.223219,0.0216365,0.026519,0.185936,0.238365,0.245355,1.50225,5.24319e-05,1.6148e+13
"treedepth__",3.826,0.196616,0.994932,2,4,5,25.6065,0.000893723,1.04266
"n_leapfrog__",17.0998,4.41782,8.05821,4,15,31,3.32705,0.000116121,1.32203
"divergent__",0.251667,0.0406838,0.434007,0,0,1,113.802,0.00397194,1.01831
"energy__",3670.31,0.269062,11.5164,3652.17,3669.97,3689.94,1832.02,0.0639413,1.00059
"r[1]",0.30,0.0027,0.20,0.076,0.25,0.69,5374,0.19,1.0
"r[2]",0.34,0.0020,0.15,0.14,0.31,0.63,5749,0.20,1.00
"r[3]",1.00,0.010,0.75,0.19,0.80,2.5,5258,0.18,1.00
"r[4]",0.59,0.0044,0.30,0.20,0.53,1.1,4508,0.16,1.00
"r[5]",6.1,0.020,1.5,3.9,6.0,8.8,5442,0.19,1.00
"r[6]",2.0,0.010,0.70,1.00,1.9,3.3,4861,0.17,1.00
"r[7]",0.70,0.0055,0.39,0.22,0.62,1.4,4944,0.17,1.0
"r[8]",1.6,0.0064,0.41,0.94,1.5,2.3,4200,0.15,1.0
"r[9]",0.56,0.0037,0.28,0.20,0.52,1.1,5674,0.20,1.00
"r[10]",0.70,0.0040,0.27,0.33,0.67,1.2,4380,0.15,1.0
"r[11]",2.8,0.010,0.69,1.8,2.8,4.0,4760,0.17,1.0
"r[12]",3.2,0.011,0.75,2.1,3.2,4.6,4844,0.17,1.0
"r[13]",1.2,0.012,0.86,0.21,0.99,2.9,4858,0.17,1.0
"r[14]",1.1,0.0042,0.28,0.64,1.0,1.6,4400,0.15,1.0
"r[15]",0.87,0.0047,0.34,0.41,0.83,1.5,5155,0.18,1.0
"r[16]",1.0,0.0044,0.31,0.59,1.0,1.6,4940,0.17,1.0
"r[17]",1.2,0.0086,0.59,0.45,1.2,2.4,4735,0.17,1.0
"r[18]",4.0,0.011,0.80,2.8,3.9,5.4,5217,0.18,1.00
"r[19]",1.4,0.023,1.6,0.19,0.92,4.3,4535,0.16,1.00
"r[20]",0.81,0.0039,0.28,0.42,0.78,1.3,5116,0.18,1.00
"r[21]",1.6,0.0091,0.69,0.65,1.5,2.9,5717,0.20,1.0
"r[22]",2.5,0.013,0.81,1.3,2.4,4.0,4085,0.14,1.0
"r[23]",0.77,0.0046,0.31,0.35,0.73,1.4,4683,0.16,1.0
"r[24]",0.79,0.0052,0.35,0.32,0.73,1.5,4468,0.16,1.00
"r[25]",0.49,0.0042,0.30,0.13,0.42,1.1,5232,0.18,1.0
"r[26]",1.4,0.0091,0.66,0.52,1.3,2.7,5325,0.19,1.0
"r[27]",0.42,0.0030,0.22,0.15,0.38,0.83,5276,0.18,1.00
"r[28]",1.3,0.022,1.5,0.18,0.87,4.1,4506,0.16,1.00
"r[29]",6.5,0.041,3.0,2.6,6.0,12,5374,0.19,1.00
"r[30]",1.2,0.0054,0.34,0.66,1.1,1.8,4149,0.14,1.00
"r[31]",0.25,0.0022,0.16,0.067,0.21,0.56,5285,0.18,1.0
"r[32]",1.1,0.0072,0.53,0.39,0.96,2.1,5449,0.19,1.00
"r[33]",1.3,0.0060,0.41,0.70,1.2,2.0,4622,0.16,1.0
"r[34]",1.3,0.0092,0.68,0.46,1.2,2.6,5380,0.19,1.00
"r[35]",5.6,0.015,1.1,4.0,5.5,7.5,5062,0.18,1.0
"r[36]",2.2,0.018,1.3,0.60,1.9,4.6,4953,0.17,1.0
"r[37]",1.3,0.014,0.97,0.24,1.0,3.2,4906,0.17,1.0
"r[38]",0.94,0.0049,0.36,0.44,0.89,1.6,5186,0.18,1.00
"r[39]",0.84,0.011,0.74,0.15,0.63,2.2,4198,0.15,1.0
"r[40]",1.9,0.015,0.94,0.69,1.7,3.7,4175,0.15,1.0
"r[41]",1.1,0.019,1.1,0.17,0.78,3.2,3545,0.12,1.0
"r[42]",1.6,0.025,1.6,0.22,1.2,4.6,4053,0.14,1.0
"r[43]",0.40,0.0039,0.28,0.095,0.33,0.93,4985,0.17,1.00
"r[44]",1.2,0.0097,0.68,0.35,1.0,2.5,4956,0.17,1.0
"r[45]",0.29,0.0021,0.14,0.10,0.26,0.55,4359,0.15,1.0
"r[46]",9.8,0.024,1.8,7.2,9.7,13,5286,0.18,1.00
"r[47]",0.47,0.0032,0.21,0.19,0.43,0.86,4578,0.16,1.00
"r[48]",1.0,0.0088,0.65,0.24,0.88,2.3,5398,0.19,1.00
"r[49]",0.60,0.0072,0.46,0.12,0.47,1.5,3945,0.14,1.0
